label	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20	x21	x22	x23	x24	x25	x26
1.478918	-1.435083	3.610609	-0.519269	-0.746056	0.940438	-0.211972	-0.275194	-0.607557	-0.260622	1.551098	-0.287197	-0.149114	0.017962	0.223289	0.867875	0.549517	-1.311753	-0.708528	-0.924790	0.837937	0.848772	0.044455	0.691549	-0.017525	-0.607547
-0.176756	0.757982	-1.053640	0.339015	-0.220346	0.091000	-0.019018	0.217694	-0.587608	0.271756	-0.436031	0.218514	0.198364	0.195221	0.321981	0.029093	0.124955	0.733668	0.503774	-0.188084	0.138286	0.128447	-0.878094	0.051120	0.233067	-0.582357
-0.063585	-1.369466	-0.179286	-0.174505	0.036027	0.091375	0.081653	0.097441	0.187521	-0.069227	-0.447452	0.094879	-0.162865	-0.168613	0.315392	0.464112	0.143782	-1.333220	0.437194	-0.418071	-0.064362	0.032325	0.530372	-1.789681	0.493467	0.187521
-0.279390	0.248570	-0.367600	0.733090	1.136610	0.088368	0.845952	0.769202	0.694545	1.303132	0.556844	0.772927	1.197202	1.119053	0.351388	-0.396490	0.585844	0.838650	0.503889	1.022257	0.396548	0.294303	-0.769307	-0.273436	0.180511	0.694020
1.437252	-0.029236	1.406690	0.773700	0.370305	0.087373	1.219733	0.873431	2.004500	1.140645	0.046939	0.876914	1.135476	1.061922	0.363238	-0.226764	0.851659	0.803840	0.503889	0.937352	0.347739	0.228448	-0.698982	-0.027012	0.715549	2.006794
-0.451015	-0.097667	-0.664364	0.508032	0.850919	0.088889	0.695925	0.590743	0.855159	0.931103	0.058402	0.593007	0.866273	0.801092	0.311520	-0.229951	0.472084	0.834972	0.503889	0.637767	0.317859	0.288734	-0.761729	-0.445449	0.502637	0.853658
-2.029127	-0.080993	-0.912370	-1.666533	-1.313946	0.944561	-1.939486	-1.851717	-1.522559	-1.446902	-0.448529	-1.860917	-1.148427	-0.956682	0.336933	0.137605	-0.551962	-1.382327	-1.732289	-1.497367	0.448912	0.715841	1.991103	0.609325	-1.618233	-1.523744
1.185950	1.093319	1.235995	0.766603	0.466176	-3.056642	0.261479	0.626043	-0.429779	-0.784767	-0.931413	0.654884	-1.158802	-1.527475	-3.651252	-2.066547	-2.537737	0.528457	0.503889	1.264758	-2.654116	-2.914827	-0.687434	0.773402	0.020820	-0.425831
1.307946	-1.378669	3.704308	-0.366138	-0.622583	0.939395	-0.060075	-0.115525	-0.540220	0.012308	1.552304	-0.129572	0.035118	0.175228	0.222154	0.564063	0.588980	-1.304175	-0.548200	-0.858685	0.932016	0.949979	0.032697	0.718336	-0.012186	-0.540210
0.784589	0.616535	0.517066	0.662996	1.029906	0.090770	0.548440	0.611811	0.418688	0.634322	-0.446590	0.607537	0.512811	0.509253	0.332432	-0.127061	0.433367	0.751439	0.503889	0.657759	0.287978	0.193338	-0.733102	0.850293	0.482817	0.416952
-0.022855	1.329401	-0.087541	0.949654	0.658599	0.937818	0.954140	0.780451	0.155366	1.060341	2.542335	0.758484	1.287038	1.290883	0.211500	-0.450376	1.234699	-1.199382	0.469656	-0.636356	1.438782	1.193555	0.206630	1.784272	1.626566	0.155366
0.045328	0.987821	1.226297	0.773651	0.394169	-2.973024	0.262129	0.654716	-0.446322	-0.692084	-0.937662	0.690566	-1.076259	-1.429909	-3.427391	-2.138747	-2.525023	0.528214	0.503889	1.372675	-2.679263	-2.840008	-0.651125	0.198205	-0.038191	-0.440271
-0.007590	1.322039	-0.814076	0.378247	-0.044483	-1.954800	0.071220	0.141786	0.167771	-0.654622	-0.937145	0.164770	-0.856986	-0.967998	-0.706581	-0.369194	-1.468453	0.590449	0.503889	0.821648	-2.022504	-1.939304	-0.777257	0.568646	0.244351	0.172624
1.266995	0.863445	1.287328	0.751676	0.440114	-2.973533	0.264416	0.658501	-0.648316	-1.056142	-0.932059	0.686440	-1.314337	-1.705494	-3.407928	-2.130258	-2.652652	0.519975	0.503889	0.727837	-2.806471	-2.938072	-0.726886	1.381585	0.041547	-0.645443
1.013777	0.752784	-0.216349	0.742141	0.370484	-3.485508	0.467371	0.669578	0.019683	-1.014726	-0.935895	0.707262	-1.416027	-1.820624	-3.792093	-2.215367	-2.838802	0.505355	0.503889	1.295752	-3.255257	-3.486241	-0.775020	0.165590	0.369950	0.020547
-1.416718	0.106546	0.266700	0.258388	0.774816	0.089726	0.018066	0.266966	-0.534608	0.384596	-0.447538	0.257311	0.280669	0.274924	0.289908	0.163106	0.222291	-1.377134	0.330429	-1.247683	0.209289	0.125299	0.370424	-1.803448	0.038049	-0.534598
0.222063	0.757080	-0.633809	0.487662	0.100825	0.090612	0.360681	0.384890	0.607604	0.392634	-0.936455	0.383398	0.497695	0.480063	0.344039	-0.206521	0.319449	0.747558	0.503889	1.412438	0.206923	0.108592	-0.731884	0.503537	0.601987	0.603236
1.038494	1.064157	0.958648	0.295257	-0.234085	0.087786	0.549887	0.102802	2.066527	0.417587	-0.447538	0.104890	0.306464	0.327675	0.431317	0.098554	0.632317	0.757834	0.503889	1.321532	0.122607	0.095032	-0.767965	0.501553	-0.850220	2.067389
0.559621	0.742173	-0.968655	0.414082	-0.006662	0.090441	0.455733	0.305259	0.958893	0.392245	-0.438143	0.302279	0.361903	0.376549	0.337440	-0.025775	0.424614	0.773249	0.503889	0.279538	0.219934	0.199150	-0.782521	0.201802	0.499411	0.955416
0.349492	0.757080	-0.923950	0.513811	0.816363	0.091217	0.552232	0.414218	1.096782	0.686563	-0.437841	0.419029	0.477533	0.465248	0.206877	-0.082292	0.495611	0.776245	0.503889	1.080170	0.279991	0.225779	-0.741909	0.323710	0.521192	1.094735
0.496676	0.766284	-0.843680	0.732139	0.287435	0.092588	0.504403	0.656655	0.213677	1.006611	-0.703309	0.662723	0.632652	0.592134	0.416415	-0.078365	0.476210	0.764697	0.503889	1.144738	0.329397	0.227479	-0.676734	0.494484	0.616682	0.211797
1.193862	-1.503587	-1.146646	0.459397	0.701629	0.088235	0.836257	0.837058	0.863469	0.576963	-0.449046	0.833368	0.752483	0.720830	0.371793	-0.294436	0.415782	-1.299608	0.503889	-0.211875	0.120536	0.061381	0.576478	-1.451238	0.611010	0.863459
-0.409853	0.529659	-0.233416	-0.071173	-0.416241	-2.975898	-0.503068	-0.192544	-1.167408	-1.705313	-0.934300	-0.160973	-2.136891	-2.444059	-3.500974	-2.150922	-3.310260	0.473711	0.503889	0.746340	-3.236027	-3.155255	-0.817222	-0.039414	-0.468417	-1.166986
-0.353054	0.543664	-0.252991	-0.148424	-0.529211	-2.974043	-0.538793	-0.283727	-1.184314	-1.930085	-0.930939	-0.252720	-2.318041	-2.610132	-3.643335	-2.245396	-3.398586	0.470023	0.503889	0.540236	-3.337206	-3.181164	-0.727124	0.136072	0.028152	-1.186270
-0.406027	1.329366	-1.456351	-0.232178	-0.674416	-1.953950	-0.582561	-0.543601	-0.188759	-1.305803	-0.935852	-0.515737	-1.485938	-1.599610	-0.558401	1.319598	-1.425115	0.560673	0.503889	0.216585	-2.289942	-2.100317	-0.838681	0.170176	-0.256925	-0.184358
-0.925973	-0.041580	0.072383	0.343286	0.516094	0.085700	0.180300	0.393886	-0.369632	0.725062	-0.446116	0.397965	0.440767	0.440806	0.453688	0.178440	0.348092	-1.371842	0.492035	-0.091498	0.281766	0.208351	0.449622	-1.663432	0.096759	-0.369625
-0.276433	1.483987	-0.267488	0.894433	0.576165	0.941651	0.841276	0.684940	0.051227	1.130922	2.543456	0.669551	1.332757	1.313945	0.324708	-0.419432	1.194002	-1.212313	0.503889	0.449387	1.464520	1.184601	0.261428	1.830657	1.579200	0.051676
1.799029	0.205835	3.703704	0.771109	0.521095	0.937115	0.942056	0.820789	0.071632	1.170719	2.546860	0.801162	1.133882	1.159809	0.219427	-0.261702	1.179307	-1.254760	0.503889	-0.046266	1.370737	1.170073	0.086667	1.372780	1.006540	0.071814
0.729479	1.067116	-0.527809	1.057463	0.650588	0.938290	1.030432	0.957501	0.273488	1.393806	1.808722	0.951498	1.394721	1.371326	0.331357	-0.366601	1.314772	-1.229780	0.503889	0.398234	1.426060	1.179758	0.261323	1.967696	1.329963	0.273486
0.761566	1.472256	-1.760673	0.928443	0.621563	0.937902	1.125455	0.726209	1.025419	1.241170	2.543240	0.706937	1.356531	1.354012	0.463318	-0.229182	1.429272	-1.213967	0.503538	0.307141	1.474283	1.154818	0.166065	1.772865	1.637821	1.025623
0.602516	1.330341	1.410422	1.196569	0.477264	0.091533	0.836900	1.057681	0.240677	1.086072	-0.449563	1.050748	1.032601	1.037171	0.312594	-0.327904	0.690026	0.761805	0.503889	0.588801	0.478793	0.256530	-0.749905	1.234624	0.119053	0.244150
-0.010541	1.471607	-0.498048	0.649281	0.313782	0.936023	0.839874	0.413156	0.807339	0.757923	2.541646	0.401997	0.963458	1.063302	0.272665	-0.173540	1.215713	-1.217680	0.156193	-0.885350	1.326952	1.072735	0.231611	1.740495	2.210478	0.807330
0.079009	0.458630	-0.156710	0.408806	0.715821	0.090236	0.361536	0.359630	0.428412	0.345514	-0.936886	0.355037	0.477059	0.430370	-0.377884	-0.253354	0.265464	0.745366	0.498119	-0.679062	0.162250	0.038378	-0.966746	-0.022547	-0.038585	0.427581
0.860291	-1.528382	-1.261629	0.254014	0.844757	0.091121	0.742695	0.612020	0.954910	0.445457	0.048189	0.604042	0.655478	0.606949	0.314500	-0.318152	0.344877	-1.303688	0.503889	-0.140924	0.159581	0.108834	0.549764	-1.606756	0.648571	0.954899
0.226986	-0.369554	0.086334	0.388339	0.285407	0.086827	0.763246	0.514064	1.135964	0.400282	0.046896	0.510878	0.667806	0.618885	0.416486	-0.046754	0.506345	0.777860	0.503889	-0.429467	0.276440	0.128689	-0.973229	-0.563268	0.875752	1.133019
0.839898	-0.504649	-0.256581	0.352420	0.847050	0.086755	0.733446	0.502629	1.018100	0.849438	0.554560	0.509741	0.478662	0.465558	0.301444	0.013270	0.540771	0.802483	0.503889	0.986556	0.324367	0.283407	0.721470	-0.674510	0.473826	1.018356
1.399479	-1.639981	-1.154620	0.279014	0.841247	0.089290	0.836945	0.663965	1.070592	0.749107	0.047025	0.674526	0.670357	0.625263	0.143938	-0.447430	0.365929	-1.299354	0.503889	0.664833	0.203071	0.154839	0.592577	-1.336396	0.652612	1.070580
0.009054	-0.657465	-0.300645	-0.255580	-0.408429	0.088866	0.169195	-0.145137	1.069334	-0.281038	0.050774	-0.149526	-0.038823	-0.069358	0.318362	0.593390	0.234503	0.754763	0.503889	-0.738278	0.053681	0.165735	-0.886300	-0.552230	0.677624	1.066744
0.931752	-1.504959	-0.971094	0.603497	0.858892	0.090890	0.839260	0.998864	0.361274	0.720784	-0.446934	0.996074	0.821796	0.781029	0.346887	-0.241358	0.444676	-1.299633	0.503889	-0.187346	0.285020	0.157261	0.556933	-1.159546	0.488941	0.361271
1.362336	-1.661167	-1.119055	0.181454	0.398312	0.090721	0.841131	0.559057	1.704375	0.367550	-0.445685	0.557457	0.608099	0.574700	0.321413	-0.361933	0.404064	-1.298241	0.503889	1.060565	0.081780	0.100844	0.618700	-1.478520	0.860183	1.704355
-1.058679	-0.151410	-0.487020	0.234732	0.447615	0.089532	0.177721	0.295509	-0.007257	0.480715	-0.449348	0.285240	0.249953	0.244104	0.361089	0.263511	0.307230	-1.329975	0.503889	0.186366	0.112548	0.100359	0.510437	-1.649045	0.342736	-0.007254
0.713129	-1.234154	-0.568210	0.188019	0.923077	0.089775	0.466421	0.475258	0.273497	0.446883	0.557318	0.468761	0.408988	0.396182	0.219427	-0.223044	0.228813	0.970868	0.262936	-0.811834	0.222011	0.125783	0.470814	-1.544004	0.143524	0.273641
-1.029222	-0.049015	-0.186482	0.280770	0.651400	0.091691	0.182250	0.325363	-0.077990	0.566204	-0.446029	0.330097	0.391074	0.361304	0.299224	0.021866	0.312188	-1.372433	0.503889	0.205968	0.285612	0.135711	0.501335	-1.932304	0.249962	-0.077987
-1.620391	0.195188	0.348542	0.038050	0.433508	0.091655	-0.224574	0.000733	-0.774576	0.119379	-0.448184	-0.008222	0.052321	-0.013917	0.196548	0.246179	0.038366	-1.387122	0.462104	-0.926977	0.122015	0.109318	0.394758	-1.664672	0.240066	-0.774262
-0.389698	-0.919245	-0.643354	0.196961	0.475735	0.088792	0.178699	0.417658	-0.493314	0.412596	-0.447710	0.416440	0.295909	0.252232	0.328570	-0.007955	0.143122	-1.334403	0.503889	0.796408	0.102489	0.051453	0.502097	-1.758306	0.232314	-0.493305
-1.833576	0.456030	0.696240	-0.020808	0.051039	0.094019	-0.403575	-0.120921	-1.023458	0.240906	-0.446202	-0.117745	0.063824	0.021901	0.291114	0.205030	0.010627	-1.389820	0.500936	0.856545	0.191834	0.147575	0.023806	-1.739827	-0.038585	-1.023443
0.282361	-1.368889	0.074996	-0.100664	0.206605	0.089266	0.222934	0.180104	0.332239	0.228201	-0.445211	0.183606	-0.094082	-0.111863	0.174298	0.265934	0.182498	-1.326243	0.494902	0.285758	0.024688	0.100359	0.557580	-1.559876	0.481700	0.332236
-1.816960	0.476676	0.380348	-0.064112	0.210445	0.089144	-0.406234	-0.173934	-0.911353	0.145370	-0.447883	-0.178785	-0.054063	-0.058671	0.480115	0.913625	0.168213	-1.389775	0.455182	-0.525638	0.106927	0.076388	0.361180	-1.707581	0.078869	-0.911339
-1.113462	-0.428529	-0.399890	-0.937765	-0.871104	0.090224	-0.980004	-0.959531	-0.664135	-0.790406	-0.437152	-0.952993	-0.881595	-0.834734	0.329898	2.218718	0.003940	0.711357	0.503889	0.239614	-0.207249	-0.011259	-0.678390	-0.880010	-0.085017	-0.666969
0.983401	1.042032	3.757902	1.054715	0.825894	0.938619	1.126485	0.959805	0.383860	1.239162	2.543714	0.929465	1.375451	1.374385	0.217775	-0.322815	1.349779	-1.203681	0.503889	-0.345419	1.530192	1.200819	0.028061	1.686424	1.948542	0.383857
-0.067168	0.645806	-0.426771	-1.135742	-1.573178	-1.951137	-1.455778	-1.412064	-0.978794	-2.301272	-0.929689	-1.388384	-2.610070	-2.692393	-1.118003	2.544143	-1.668967	0.512188	0.166246	0.003190	-2.704410	-2.268110	-0.824524	-0.050328	0.487493	-0.980753
0.711872	-0.374282	0.079380	0.326250	0.422279	0.090308	0.725359	0.446757	1.225542	0.347848	0.049999	0.448052	0.597725	0.496127	-0.167140	-0.371758	0.403483	0.776653	0.457505	-0.286003	0.198639	0.115614	-0.871639	-0.765292	0.642537	1.222899
1.159477	-1.100467	-0.510363	0.288327	0.871339	0.090441	0.656833	0.558964	0.615734	0.561213	0.555422	0.553936	0.420965	0.416805	0.336618	-0.076295	0.391020	0.796004	0.503889	0.122958	0.190059	0.145638	0.590244	-1.170459	0.294646	0.615745
1.250478	-0.506634	-0.174450	0.287948	0.778883	0.087301	0.744032	0.431395	1.305406	0.464965	0.556456	0.424453	0.394166	0.400180	0.346755	-0.077383	0.495862	0.821412	0.503889	0.057780	0.229401	0.174452	0.687349	-0.822838	0.495850	1.305390
0.743937	-0.498080	-0.372862	0.329536	1.008334	0.090030	0.654846	0.476166	0.941367	0.477668	0.555939	0.464947	0.423279	0.410747	0.301251	-0.120603	0.445996	0.790935	0.503889	-0.261923	0.212242	0.135953	0.547575	-0.946607	0.390587	0.941356
1.200185	-0.505479	-0.286500	0.297792	0.777373	0.090926	0.656278	0.442164	0.904987	0.881261	0.556973	0.447509	0.403535	0.411117	0.350567	-0.036374	0.474150	0.794284	0.503889	0.966380	0.250998	0.219247	0.622260	-0.708492	0.426850	0.904977
0.860369	-0.651257	-0.002146	0.173587	-0.062082	0.089739	0.610487	0.335093	1.216361	0.239803	0.049007	0.334260	0.376792	0.357555	0.348854	0.286139	0.453594	0.771053	0.503889	-0.200656	0.167871	0.110771	-0.795821	-0.457976	0.770850	1.211580
1.575943	-0.653640	-0.076503	0.099946	0.095956	0.089593	0.548119	0.251134	1.371682	0.095918	0.051507	0.246525	0.348978	0.277733	0.079853	-0.121658	0.337035	0.769323	0.429532	-0.452839	0.134145	0.086074	-0.925228	-0.591542	0.659855	1.370666
0.281292	0.528541	-0.210588	0.090667	-0.315152	-3.487242	-0.213900	-0.010499	-0.542677	-1.756062	-0.934947	0.033658	-2.228737	-2.605253	-3.809579	-2.212736	-3.521753	0.456398	0.503889	0.724732	-3.717349	-3.765411	-0.761120	-0.039786	0.230232	-0.547245
-0.571600	0.937652	-1.982854	-0.935499	-1.552135	-1.954569	-1.251566	-1.249320	-0.581582	-1.867411	-0.934473	-1.223862	-2.230700	-2.338855	-0.910107	2.503656	-1.366416	0.529923	0.503889	1.294925	-2.555600	-2.164967	-0.724430	0.054840	-0.366141	-0.580659
-0.792388	0.653025	-1.021954	-1.145786	-1.566100	-1.951283	-1.459372	-1.425487	-1.031786	-2.320781	-0.927965	-1.399462	-2.653835	-2.733449	-1.288119	1.157026	-2.260694	0.505538	-0.062523	-0.147528	-2.668613	-2.258425	-0.918831	-0.187739	0.483751	-1.033425
-1.217701	-0.091316	-0.698094	-0.973263	-1.267303	0.091557	-1.073910	-1.071702	-1.000130	-0.701288	0.062884	-1.061643	-0.962886	-0.933810	0.378007	3.368264	0.417934	0.713027	0.503889	0.670277	-0.237130	-0.003269	0.450955	-0.584225	-0.234901	-1.004710
-2.186461	-1.782807	-0.059525	-1.547866	-1.392692	0.935513	-1.542751	-1.354315	-1.581534	-1.213767	-0.436678	-1.346486	-1.074011	-0.871921	0.142418	-0.197397	-0.554193	-1.361053	-1.551497	-1.505206	0.377909	0.684611	2.001185	-0.609029	-1.435734	-1.581511
-0.521545	-0.667354	-0.516098	-1.194311	-1.444949	0.090563	-0.985564	-1.196480	-0.133749	-0.972143	0.048404	-1.193466	-0.984887	-0.964249	0.294530	2.454438	0.028206	0.704708	-0.000818	-0.126124	-0.397472	-0.090921	-0.777247	-1.008368	0.018799	-0.129625
-3.033434	1.421690	1.210065	-1.199161	-0.655478	0.938134	-1.935102	-1.649179	-2.799928	-0.965726	-0.445383	-1.661343	-0.344963	-0.246936	0.787899	0.796764	-0.128225	-1.371702	-1.364125	-1.738661	0.547725	0.734728	2.038790	0.240744	-4.753663	-2.799888
-0.448041	0.540632	-0.258357	-0.257329	-0.663300	-2.974686	-0.653337	-0.405610	-1.188365	-2.045518	-0.931327	-0.374489	-2.445174	-2.740517	-3.657719	-2.228381	-3.490548	0.464667	0.503889	0.289145	-3.398144	-3.180679	-0.769003	0.077534	0.002507	-1.190106
-0.351709	0.532330	-0.359600	-0.073295	-0.410127	-2.976493	-0.499233	-0.195996	-1.157917	-1.606603	-0.933352	-0.158782	-2.115184	-2.432613	-3.487157	-2.137030	-3.315456	0.474988	0.503889	0.986199	-3.232476	-3.104897	-0.687634	0.061166	-0.458644	-1.157572
-0.513162	0.764803	-0.034678	-0.031397	-0.558870	-2.973328	-0.502638	-0.199515	-1.117408	-1.743358	-0.931672	-0.174466	-2.112225	-2.441310	-3.513716	-2.182109	-3.315871	0.474402	0.503889	0.348303	-3.261765	-3.157919	-0.851362	-0.002334	-0.319920	-1.119744
-0.472022	0.744881	0.109562	-0.035358	-0.570561	-2.974892	-0.501827	-0.198509	-1.083640	-1.707517	-0.932447	-0.166054	-2.065908	-2.373303	-3.331811	-2.116823	-3.283842	0.475564	0.503889	0.624573	-3.292237	-3.186006	-0.770555	-0.055785	-0.327735	-1.080632
0.582633	1.316336	-0.590985	0.825744	0.584044	-1.930861	0.559085	0.644406	0.438680	-0.367369	-0.931844	0.659834	-0.355167	-0.472829	-0.900913	-0.881996	-1.204454	0.618625	0.503889	0.580262	-1.666318	-1.824295	-0.767565	0.827225	0.647544	0.434814
-0.069693	0.764298	-1.988662	-1.162836	-1.755476	-1.951768	-1.419228	-1.467448	-0.631454	-2.076758	-0.932361	-1.432766	-2.488333	-2.593567	-1.073188	2.334912	-1.697115	0.516909	0.501777	1.152213	-2.698197	-2.200555	-0.665890	-0.052312	-0.205094	-0.630236
-0.349001	0.636061	-0.129082	-0.948787	-1.641034	-1.953623	-1.361398	-1.201308	-1.549982	-2.132498	-0.932016	-1.181621	-2.516384	-2.620638	-1.543161	-0.322046	-2.653887	0.505514	0.385996	1.030720	-2.560629	-2.189901	-0.837424	-0.010271	0.264957	-1.555588
0.623219	-1.219032	-0.596699	0.163116	0.750065	0.092189	0.460715	0.443948	0.307773	0.519278	0.555637	0.445686	0.314942	0.316429	0.327617	0.038984	0.289651	0.978654	0.503889	-0.305155	0.199231	0.154597	0.540673	-1.301052	0.303485	0.308305
1.391024	-1.651062	-1.173995	0.243894	0.749905	0.088672	0.765495	0.626938	0.989255	0.733293	0.050861	0.636235	0.660751	0.605260	0.347080	-0.225709	0.384003	-1.302008	0.503889	0.649459	0.148641	0.107139	0.581581	-1.324862	0.694820	0.989244
0.274316	-1.432448	-0.658135	-0.099010	0.244765	0.091145	0.083633	0.195676	-0.147948	0.395097	-0.447667	0.212609	-0.050858	-0.026232	0.334084	0.486494	0.160787	-1.335983	0.503889	0.183275	0.087993	0.108108	0.526316	-1.773437	0.442117	-0.147953
0.426323	-1.444792	-0.724481	0.014448	0.365643	0.095268	0.179759	0.325449	-0.064757	0.263201	-0.448400	0.335008	0.097082	0.101973	0.328762	-0.037283	0.103250	-1.332127	0.501508	0.868155	0.042433	0.077841	0.540216	-1.936645	0.346145	-0.064755
1.465795	-0.845328	3.736525	-0.166892	-0.400474	0.936302	0.061533	-0.006208	-0.471693	0.096630	1.549201	-0.019475	0.225998	0.336362	0.115920	0.147637	0.606236	-1.298013	-0.393283	-0.819074	1.050349	1.012207	0.035468	0.819535	-0.029894	-0.471685
-0.280564	-1.235662	-0.026915	-0.183439	0.273923	0.938933	-0.173742	0.058759	-0.634721	-0.038895	-0.435428	0.057225	0.189705	0.295607	0.061921	-0.380387	0.330348	-1.361053	-0.430637	-0.700217	0.892669	0.844656	2.060943	-0.036313	-0.806625	-0.634710
